/home/postgres/b4/src/com/commander4j/sys/JInternalFrameUserAdmin.java,JInternalFrameUserAdmin,rename,132,0,SQL-097-001,SQL,ERROR LV4,"RENAME文は未サポートです。","Rename to user id"
/home/postgres/b4/src/com/commander4j/sys/JInternalFrameLanguageAdmin.java,JInternalFrameLanguageAdmin,delete,427,7,SQL-107-008,SQL,LOW2,"FROMの省略は未サポートです。","Delete Resource Key ?"
/home/postgres/b4/src/com/commander4j/sys/Common.java,Common,[class variable],241,0,SQL-097-001,SQL,ERROR LV4,"RENAME文は未サポートです。","rename.gif"
/home/postgres/b4/src/com/commander4j/sys/JInternalFrameGroupAdmin.java,JInternalFrameGroupAdmin,delete,78,7,SQL-107-008,SQL,LOW2,"FROMの省略は未サポートです。","Delete Group ?"
/home/postgres/b4/src/com/commander4j/sys/JInternalFrameGroupAdmin.java,JInternalFrameGroupAdmin,rename,114,0,SQL-097-001,SQL,ERROR LV4,"RENAME文は未サポートです。","Rename to group id"
/home/postgres/b4/src/com/commander4j/sys/JDialogLookup.java,JDialogLookup,buildSQL,112,7,SQL-119-001,SQL,WARNING,"user_idのデータ・ディクショナリ・ビューまたは動的パフォーマンス・ビューを参照しているため、修正が必要です。","select user_id,user_comment from"
/home/postgres/b4/src/com/commander4j/sys/JDialogLookup.java,JDialogLookup,buildSQL,112,15,SQL-119-001,SQL,WARNING,"user_commentのデータ・ディクショナリ・ビューまたは動的パフォーマンス・ビューを参照しているため、修正が必要です。","select user_id,user_comment from"
/home/postgres/b4/src/com/commander4j/interfaces/JInternalFrameInterfaceAdmin.java,JInternalFrameInterfaceAdmin,deleteRecord,196,7,SQL-107-008,SQL,LOW2,"FROMの省略は未サポートです。","Delete Interface Config [ ] [ ] ?"
/home/postgres/b4/src/com/commander4j/interfaces/JInternalFrameInterfaceAdmin.java,JInternalFrameInterfaceAdmin,deleteRecord,206,7,SQL-107-008,SQL,LOW2,"FROMの省略は未サポートです。","Delete error [ ] [ ]"
/home/postgres/b4/src/com/commander4j/interfaces/JInternalFrameInterfaceRequestAdmin.java,JInternalFrameInterfaceRequestAdmin,deleteRecord,164,7,SQL-107-008,SQL,LOW2,"FROMの省略は未サポートです。","Delete Interface Request [ ] ?"
/home/postgres/b4/src/com/commander4j/interfaces/JInternalFrameInterfaceLog.java,JInternalFrameInterfaceLog,delete,336,7,SQL-107-008,SQL,LOW2,"FROMの省略は未サポートです。","Delete selected Log record(s) ?"
